qyO5nLjHVzsgCU0g4Px9,[object Object],vpxKZrMTKCttoVH5CfOR,CNR_01,TS0001,-25.2977,17.8163,-1.1892,30.01.2024,19:29:00.84,4316294
5bgiw0TxbeUN3xc1rflX,[object Object],vpxKZrMTKCttoVH5CfOR,CNR_01,TS0001,-25.2980,17.8165,-1.1893,30.01.2024,13:48:09.35,459678
